job,org,fg,cat,grp,outq,uom,lot,d,n_rm,val,file
133469,PPC - SEZ-Kandla,MGCHDN1650LLP003,General Chemicals,GC1,52800.0,KG,133469,2026-07-06,3,4573954.38,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
134132,PPC - SEZ-Kandla,TDRMSN167THNR032,General Chemicals,GC1,24549.0,KG,134132 209581-27-207914,2026-07-18,3,3726920.12,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
131530,PPM - Puzhal MFG,TDIMSN250PMDI005,General Chemicals,GC2,-10000.0,KG,131530 206440,2026-05-27,1,2964412.08,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
157792,PPC - SEZ-Kandla,TDRMSN165THNR094,General Chemicals,GC1,23100.0,KG,157792 015,2026-07-27,10,2761911.54,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
158397,PPC - SEZ-Kandla,MGCHDN1650LLP003,General Chemicals,GC1,27269.0,KG,158397,2026-08-10,3,2367987.8,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132333,POI - Alathur MFG,MLUPBULK00000233,Performance Chemicals,LMA Division,24914.0,L,132333 POI26061191,2026-06-11,8,2359897.6,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
133149,PPC - SEZ-Kandla,TDRMSN165THNR094,General Chemicals,GC1,23100.0,KG,133149,2026-06-29,9,2280508.15,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133148,PPC - SEZ-Kandla,TDRMSN165THNR013,General Chemicals,GC1,23100.0,KG,133148,2026-06-29,9,2260764.65,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133062,PPC - SEZ-Kandla,TDRMSN200PHEN015,General Chemicals,GC1,17072.0,KG,133062,2026-06-27,3,2079644.59,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133793,POI - Alathur MFG,MOHSHDBR00220037,Performance Chemicals,Speciality Chemicals Division,18170.0,KG,"133793 POI26071306, 133793 POI26071308, 133793 POI26071309",2026-07-13,4,2073458.8,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
132752,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,6985.5,KG,132752,2026-06-22,4,1767786.47,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
134019,PPC - SEZ-Kandla,TDRMSN175THNR125,General Chemicals,GC1,9450.0,KG,134019 205758-MADHAVAN,2026-07-17,3,1628522.4,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158437,PPC - SEZ-Kandla,TDRMSN165THNR013,General Chemicals,GC1,13200.0,KG,158437 207658-204205,2026-08-11,3,1573063.1,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
129170,PSM - Thervoykandigai MFG,MGCNAX000SPOH062,General Chemicals,GC2,3982.0,KG,129170 BJ  PPS26040445,2026-04-21,7,1558205.8800000001,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
129828,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,6927.8,KG,129828 POI26050852,2026-05-11,4,1449621.15,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
141751,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,5978.5,KG,"141751 POI26071372, 141751 POI26071426",2026-07-20,4,1376862.55,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132544,PPC - SEZ-Kandla,TDBNAX000THNR043,General Chemicals,GC1,13200.0,KG,132544,2026-06-17,2,1372005.98,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
133234,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,5990.0,KG,"133234 POI26071369, 133234 POI26071370",2026-07-01,5,1347265.08,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
132616,POI - Alathur MFG,MCPCBULK00000031,Performance Chemicals,PNC Division,2940.0,KG,132616 POI26061202,2026-06-18,3,1316626.58,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131702,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,5991.5,KG,131702 POI26061061,2026-05-30,5,1274753.3,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
130985,PSM - Thervoykandigai MFG,TDBNAX000RUSO004,General Chemicals,GC1,13750.0,KG,130985 BJ PPS26050564,2026-05-15,2,1250970.54,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
131667,PSM - Thervoykandigai MFG,MVMPCBULK0000204,NPD,Vooki Division,4838.16,L,131667 BJ PPS26050625,2026-05-29,13,1141720.92,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
129588,PPC - SEZ-Kandla,TDBNAX000THNR100,General Chemicals,GC1,18720.0,KG,129588,2026-05-04,2,1072104.06,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
133699,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,3974.9,KG,133699,2026-07-10,3,1013958.9099999999,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158272,PSM - Thervoykandigai MFG,MTDABULK00000225,Performance Chemicals,Textile & Paper Division,5000.0,KG,158272 BJ PPS26080956,2026-08-06,5,992089.54,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128767,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,4839.7,KG,128767  POI26040643,2026-04-10,2,985503.48,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
129002,POI - Alathur MFG,MCPCBULK00000031,Performance Chemicals,PNC Division,4967.9,KG,129002 POI26040724,2026-04-17,4,944192.13,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133586,PSM - Thervoykandigai MFG,MGCNAX000SPOH065,General Chemicals,GC2,5977.0,KG,133586 BJ PPS26070789,2026-07-08,9,894995.37,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133019,PSM - Thervoykandigai MFG,MGCNAX000SPOH065,General Chemicals,GC2,5991.0,KG,133019 BJ PPS26060750,2026-06-26,9,888098.35,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129695,PSM - Thervoykandigai MFG,TDBNAX000PUSY012,General Chemicals,GC2,4620.0,KG,"129695 BJ PPS26040479, 129695 BJ PPS26040494",2026-05-06,3,887517.1399999999,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
133483,POI - Alathur MFG,MVMPCBULKD250058,NPD,Vooki Division,14708.0,L,133483 POI26071341,2026-07-06,13,886235.84,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129490,POI - Alathur MFG,MCPCBULK00000021,Performance Chemicals,PNC Division,4950.0,KG,"129490 POI26040683, 129490 POI26040684",2026-04-29,4,856797.24,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
132442,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,3983.5,KG,"132442 POI26061062, 132442 POI26061063",2026-06-15,4,853361.52,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
128853,PSM - Thervoykandigai MFG,MTFCBULK00000173,Performance Chemicals,Textile & Paper Division,2200.0,KG,128853 BJ PPS26040416,2026-04-15,7,845019.6,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133789,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5990.0,KG,133789 POI26071305,2026-07-13,2,844915.26,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133775,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5715.0,KG,133775 POI26071307,2026-07-13,3,814009.26,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129363,POI - Alathur MFG,MLSCBULK00000008,Performance Chemicals,Speciality Chemicals Division,3569.0,KG,"129363 POI26040756, 129363 POI26040774",2026-04-27,6,788026.1599999999,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
131415,PSM - Thervoykandigai MFG,MTFCBULK00000042,Performance Chemicals,Textile & Paper Division,6100.0,KG,131415 BJ PPS26050593,2026-05-25,6,764104.8999999999,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
133447,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,2989.0,KG,133447 POI26071314,2026-07-06,3,761438.37,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133493,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,2992.3,KG,133493 POI26071315,2026-07-07,3,761265.4,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
132334,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,2990.0,KG,132334 POI26061153,2026-06-11,3,756021.3300000001,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
129360,PPC - Bavla(MFG),MPPCHDBR00200078,Performance Chemicals,Textile & Paper Division,9400.0,KG,"129360 BAV 206112 26 4 01, 129360 BAV 206112 26 4 02, 129360 BAV 206226 26 04 03",2026-04-27,1,739079.76,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
155774,POI - Alathur MFG,MRPOBULK00000044,Performance Chemicals,LMA Division,8296.4,L,155774 POI26071464,2026-07-23,7,732664.84,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
131521,PSM - Thervoykandigai MFG,MTDABULK00000225,Performance Chemicals,Textile & Paper Division,4000.0,KG,131521 BJ PPS26060652,2026-05-27,5,730248.98,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131733,PSM - Thervoykandigai MFG,MTDABULK00000057,Performance Chemicals,Textile & Paper Division,12000.0,KG,"131733 BJ PPS26050619, 131733 BJ PPS26050620",2026-06-01,2,718660.9700000001,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
158173,PSM - Thervoykandigai MFG,MLUPBULK00000292,Performance Chemicals,LMA Division,1799.06,L,158173 BJ PPS26080947,2026-08-04,3,717360.39,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
131353,PSM - Thervoykandigai MFG,MCPCBULK00000141,Performance Chemicals,PNC Division,745.0,KG,131353 BJ PPS26050634,2026-05-23,2,686453.2699999999,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
131645,PPC - SEZ-Kandla,TDRMSN170THNR114,General Chemicals,GC1,5395.0,KG,131645,2026-05-29,8,676331.28,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
157922,PPM - Gummudipoondi MFG,MVMPCCP20D500520,NPD,Vooki Division,146.25,BOX,157922  POI26071118,2026-07-30,6,668601.3200000001,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
145750,POI - Alathur MFG,MVMPCBULK0000209,NPD,Vooki Division,1439.42,L,145750 POI26081470,2026-07-21,36,667161.54,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
133146,POI - Alathur MFG,MCPCBULK00000031,Performance Chemicals,PNC Division,2986.0,KG,133146 POI26071281,2026-06-29,3,665508.87,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
134078,PSM - Thervoykandigai MFG,MGCNAX000SPOH062,General Chemicals,GC2,4023.0,KG,134078 BJ PPS26070864,2026-07-17,8,654028.87,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158622,POI - Alathur MFG,MCPCBULK00000210,Performance Chemicals,PNC Division,1472.2,KG,158622 POI26081574,2026-08-13,8,649786.47,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
134087,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,2998.1,KG,134087 POI26071371,2026-07-18,8,629220.91,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
128230,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,2987.6,KG,128230 POI26030595,2026-04-01,3,627170.51,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
132079,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,3975.0,KG,132079 POI26061070,2026-06-08,2,626148.23,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
129731,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,2995.0,KG,129731 POI26050849,2026-05-06,4,624381.12,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
142757,PSM - Thervoykandigai MFG,MTDABULK00000225,Performance Chemicals,Textile & Paper Division,3025.0,KG,142757 BJ PPS26070799,2026-07-20,5,601279.27,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
131453,PSM - Thervoykandigai MFG,TDBNAX000PUSY012,General Chemicals,GC2,2988.0,KG,131453 BJ PPS26050536,2026-05-25,1,596168.04,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
158085,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,6720.0,L,158085,2026-08-03,8,583920.83,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
133242,PSM - Thervoykandigai MFG,MTPCHDBR00250875,Performance Chemicals,Textile & Paper Division,7488.0,KG,"133242 PI2606094, 133242 PI2606095, 133242 PI2606096",2026-07-01,16,577509.61,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129006,POI - Alathur MFG,MCPCBULK00000200,Performance Chemicals,PNC Division,2986.9,KG,129006 POI26050804,2026-04-17,3,577508.2,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133979,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,2197.0,KG,133979 POI26071477,2026-07-16,3,566123.23,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158360,PSM - Thervoykandigai MFG,MGCNAX000PUSY083,General Chemicals,GC2,2988.0,KG,158360 BJ PPS26080850,2026-08-08,9,563914.41,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132628,PSM - Thervoykandigai MFG,MGCNAX000PUSY083,General Chemicals,GC2,2895.0,KG,132628 BJ PPS26060726,2026-06-18,9,556346.65,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
132595,PSM - Thervoykandigai MFG,MGCNAX000PUSY083,General Chemicals,GC2,2891.0,KG,132595 BJ PPS26060724,2026-06-18,9,552686.19,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
133959,PSM - Thervoykandigai MFG,MGCNAX000PUSY083,General Chemicals,GC2,2888.0,KG,133959 BJ PPS26070817,2026-07-16,9,548646.9299999999,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
128376,PSM - Thervoykandigai MFG,MGCNAX000SPOH062,General Chemicals,GC2,3967.0,KG,128376 BJ PPS26030353,2026-04-03,9,547663.48,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128704,PSM - Thervoykandigai MFG,MGCNAX000SPOH062,General Chemicals,GC2,3983.0,KG,128704 BJ PPS26040376,2026-04-09,8,542028.7100000001,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133969,PSM - Thervoykandigai MFG,MGCNAX000PUSY083,General Chemicals,GC2,2884.0,KG,133969 BJ PPS26070791,2026-07-16,9,538784.54,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129232,PSM - Thervoykandigai MFG,TDBNAX000PUSY012,General Chemicals,GC2,2774.0,KG,129232 BJ PPS26040370,2026-04-22,9,533656.48,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128844,PSM - Thervoykandigai MFG,MTDABULK00000113,Performance Chemicals,Textile & Paper Division,3000.0,KG,128844 BJ PPS26040406,2026-04-15,9,532105.57,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
129207,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5980.0,KG,129207 POI26040694,2026-04-22,3,531697.0700000001,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
130932,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,4864.37,L,130932 POI26050848,2026-05-15,7,531138.94,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
132271,PSM - Thervoykandigai MFG,MGCNAX000PUSY013,General Chemicals,GC2,3989.0,KG,132271 BJ PPS26050621,2026-06-11,9,527923.89,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
128833,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,2985.0,KG,128833 POI26040681,2026-04-15,4,525049.27,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128791,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,2990.0,KG,128791 POI26040680,2026-04-13,4,524721.3400000001,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
132412,POI - Alathur MFG,MRPOBULK00000044,Performance Chemicals,LMA Division,5257.63,L,132412 POI26061101,2026-06-15,7,520982.58,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131080,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,4675.2,L,131080 POI26050875,2026-05-18,7,520073.79,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
130995,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,4698.75,L,130995 POI26050874,2026-05-16,7,517832.72000000003,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
128475,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5990.0,KG,128475 POI26040627,2026-04-06,2,515291.24,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128401,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5968.0,KG,128401 POI26040614,2026-04-03,2,514129.85,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128236,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5980.0,KG,128236 POI26030609,2026-04-01,2,513263.28,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133652,PSM - Thervoykandigai MFG,MGCNAX000PUSY084,General Chemicals,GC2,2793.0,KG,133652 BJ PPS26060647,2026-07-09,9,507600.98,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133238,PSM - Thervoykandigai MFG,MLUPBULK00000459,Performance Chemicals,Speciality Chemicals Division,3993.0,KG,133238 BJ PPS26060695,2026-07-01,10,506027.94,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
131372,POI - Alathur MFG,MLUPBULK00000174,Performance Chemicals,LMA Division,4440.0,L,131372 POI26050920,2026-05-25,8,503924.32999999996,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131863,PSM - Thervoykandigai MFG,MTFCBULK00000109,Performance Chemicals,Textile & Paper Division,3035.0,KG,131863 BJ PPS26060667,2026-06-02,3,503039.93,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
157951,PSM - Thervoykandigai MFG,MTDABULK00000053,Performance Chemicals,Textile & Paper Division,12000.0,KG,157951 BJ PPS26070921,2026-07-30,5,494424.71,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128894,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5997.0,KG,128894 POI26040693,2026-04-16,2,487989.82999999996,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128835,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5998.0,KG,128835 POI26040690,2026-04-15,2,487953.03,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128794,POI - Alathur MFG,MOHSBULK00000017,Performance Chemicals,Speciality Chemicals Division,5980.0,KG,128794,2026-04-13,2,487851.6,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
132840,PSM - Thervoykandigai MFG,MGCNAX000PUSY013,General Chemicals,GC2,3964.0,KG,132840 BJ PPS26060680,2026-06-23,8,487276.45999999996,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
149752,PSM - Thervoykandigai MFG,MVMPCBULKD250065,NPD,Vooki Division,9288.34,L,"149752 PPS26070886, 149752 PPS26070887",2026-07-21,11,473651.81,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
134037,PSM - Thervoykandigai MFG,MCPCBULK00000141,Performance Chemicals,PNC Division,671.0,KG,134053 BJ PPS26070870,2026-07-17,2,473496.27999999997,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
130891,POI - Alathur MFG,MTDABULK00000077,Performance Chemicals,Textile & Paper Division,9990.0,KG,130891 POI26050880,2026-05-14,4,468534.46,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
129634,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,2092.0,KG,"129634 POI26050866, 129634 POI26050868",2026-05-04,4,468497.37,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
155758,POI - Alathur MFG,MLSCBULK00000008,Performance Chemicals,Speciality Chemicals Division,1796.0,KG,155758 POI26071449,2026-07-23,6,466289.26999999996,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
130968,PSM - Thervoykandigai MFG,MVMPCBULKD250065,NPD,Vooki Division,-3735.26,L,130968 BJ PPS26050542,2026-05-15,11,466280.01,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
152760,POI - Alathur MFG,MLSCBULK00000008,Performance Chemicals,Speciality Chemicals Division,1796.8,KG,152760  POI26071448,2026-07-22,6,465852.31,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
129644,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,4818.0,L,129644 POI26050721,2026-05-05,8,464399.78,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
152747,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,1992.2,KG,152747 POI26071427,2026-07-22,4,460745.61,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128267,PSM - Thervoykandigai MFG,TDBNAX000PUSY012,General Chemicals,GC2,2477.0,KG,128267 BJ PPS26030329,2026-04-01,9,460243.46,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
155762,PPC - SEZ-Kandla,TDRMSN158THNR126,General Chemicals,GC1,6478.0,KG,155762 205473-SHIVA-205682-SHIVA,2026-07-23,3,448771.85,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
131024,PSM - Thervoykandigai MFG,MGCNAX000PUSY083,General Chemicals,GC2,2512.0,KG,131024 BJ PPS26050508,2026-05-16,9,448077.26,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
133443,POI - Alathur MFG,MCPCBULK00000031,Performance Chemicals,PNC Division,1994.5,KG,133443 POI26071313,2026-07-06,3,443933.24,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
128629,POI - Alathur MFG,MCPCBULK00000030,Performance Chemicals,PNC Division,2996.0,KG,128629 POI26040655,2026-04-08,4,431695.63,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
131067,POI - Alathur MFG,MLSCBULK00000008,Performance Chemicals,Speciality Chemicals Division,1785.0,KG,131067  POI26050897,2026-05-18,6,425185.17,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
131992,PSM - Thervoykandigai MFG,MGCNAX000PUSY083,General Chemicals,GC2,2472.0,KG,131992 BJ PPS26050527,2026-06-05,9,425119.4,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
129304,PSM - Thervoykandigai MFG,TDBNAX000PUSY012,General Chemicals,GC2,2100.0,KG,129304 BJ PPS26040455,2026-04-25,3,419800.07,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
129073,PSM - Thervoykandigai MFG,MTPRBULK00000156,Performance Chemicals,Textile & Paper Division,2010.0,KG,129073 BJ PPS26040496,2026-04-18,7,415169.62,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128922,PSM - Thervoykandigai MFG,MGCNAX000PUSY105,General Chemicals,GC2,2940.0,KG,128922 BJ PPS26040417,2026-04-16,7,412761.97,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128915,PSM - Thervoykandigai MFG,MGCNAX000PUSY105,General Chemicals,GC2,2940.0,KG,128915 BJ PPS26040411,2026-04-16,7,412760.76,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
129891,POI - Alathur MFG,MCPCBULK00000021,Performance Chemicals,PNC Division,1987.8,KG,129891 POI26050858,2026-05-12,4,408903.61,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
129639,POI - Alathur MFG,MCPCBULK00000021,Performance Chemicals,PNC Division,1993.2,KG,129639 POI26050859,2026-05-04,4,407286.9,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
158184,PSM - Thervoykandigai MFG,MTDABULK00000049,Performance Chemicals,Textile & Paper Division,6000.0,KG,158184 BJ PPS26080946,2026-08-04,4,406165.56999999995,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
129629,PSM - Thervoykandigai MFG,MTDABULK00000049,Performance Chemicals,Textile & Paper Division,6000.0,KG,129629 BJ PPS26060697,2026-05-04,4,405989.06,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
129621,PSM - Thervoykandigai MFG,MTFCBULK00000230,Performance Chemicals,Textile & Paper Division,2000.0,KG,129621 BJ PPS26040422,2026-05-04,3,397152.73,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
128783,PSM - Thervoykandigai MFG,MGCNAX000PUSY105,General Chemicals,GC2,2862.0,KG,128783 BJ PPS26040410,2026-04-11,7,395760.92000000004,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133379,POI - Alathur MFG,MTDABULK00000077,Performance Chemicals,Textile & Paper Division,10200.0,KG,133379 POI26071304,2026-07-04,4,391366.89,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158116,POI - Alathur MFG,MLUPBULK00000233,Performance Chemicals,LMA Division,4160.0,L,158116 POI26081554,2026-08-03,7,386843.31,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128312,PSM - Thervoykandigai MFG,MLUPBULK00000749,Performance Chemicals,LMA Division,3258.27,L,128312 BJ PPS26030363,2026-04-02,21,386207.47,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
128766,PSM - Thervoykandigai MFG,MGCNAX000PUSY105,General Chemicals,GC2,2773.0,KG,128766 BJ PPS26040394,2026-04-10,7,385232.03,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133498,POI - Alathur MFG,MLUPBULK00000172,Performance Chemicals,LMA Division,4144.1,L,133498 POI26071386,2026-07-07,6,384567.81999999995,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129551,POI - Alathur MFG,MLUPBULK00000436,Performance Chemicals,LMA Division,4747.0,L,"129551 POI26050817, 129551 POI26050826",2026-05-02,10,380871.52,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
