job,org,fg,cat,grp,outq,uom,lot,d,n_rm,val,file
151766,PSM - Thervoykandigai MFG,MWECBULK00000088,Performance Chemicals,Water Treatment Chemical,397.0,KG,151766 PPS2606040,2026-07-21,5,48513.1,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128451,POI - Alathur MFG,MTDABULK00000134,Performance Chemicals,Textile & Paper Division,475.0,KG,128451 POI26040639,2026-04-04,8,48411.18,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
158258,PSM - Thervoykandigai MFG,MTPRHDCN00000251,Performance Chemicals,Textile & Paper Division,300.0,KG,158258 BJ PPS26070821,2026-08-06,7,48368.740000000005,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128221,POI - Alathur MFG,TD12HDBR00210234,Performance Chemicals,Raw  Material,708.45,KG,"128221 POI26030605, 128221 POI26030610",2026-04-01,10,48088.049999999996,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
132392,PSM - Thervoykandigai MFG,MTPRBULK00000146,Performance Chemicals,Textile & Paper Division,300.0,KG,132392 BJ PPS26060694,2026-06-13,3,44873.5,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
158306,POI - Alathur MFG,MVMPCBULK0000228,NPD,Vooki Division,496.0,L,158306 POI26081536,2026-08-06,22,43592.41,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
133091,PPM - Gummudipoondi MFG,MVMPCCP20D500520,NPD,Vooki Division,19.15,BOX,133091 PPS26040449,2026-06-29,4,40694.26,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133368,PSM - Thervoykandigai MFG,MTPRBULK00000245,Performance Chemicals,Textile & Paper Division,300.0,KG,133368 BJ PPS26070778,2026-07-03,4,40185.07,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158535,PSM - Thervoykandigai MFG,MGCHDX000PUAD035,General Chemicals,GC2,151.1,KG,158535 BJ PP2607047,2026-08-12,3,40058.89,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132632,POI - Alathur MFG,MLWEBULK00000041,Performance Chemicals,Leather Division,1023.7,KG,132632 POI26061172,2026-06-19,9,38607.88,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
133574,PSM - Thervoykandigai MFG,MTPCBULK00000A09,Performance Chemicals,Textile & Paper Division,1000.0,KG,133574 BJ PPS26070798,2026-07-07,3,38564.05,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133225,POI - Alathur MFG,MVMPCBKLK0000546,NPD,Vooki Division,150.0,L,133225 POI26061183,2026-07-01,14,38514.15,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
132603,PSM - Thervoykandigai MFG,MTPCBULK00000944,Performance Chemicals,Textile & Paper Division,1073.0,KG,132603 BJ PPS26060699,2026-06-18,8,37599.73,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131868,PSM - Thervoykandigai MFG,MVMPCBKLK0000553,NPD,Vooki Division,298.0,L,"131868 BJ PPS26040130, 131868 BJ PPS26040449",2026-06-02,20,37079.12,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
158422,PSM - Thervoykandigai MFG,MTPPBULK00000006,Performance Chemicals,Textile & Paper Division,199.42,KG,158422 BJ PPS26080961,2026-08-10,18,36191.72,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
158665,PCM - Illalor MFG,MWCWHDCB00025079,Performance Chemicals,Water Treatment Chemical,150.0,KG,158665 125247 POI26010182,2026-08-14,1,35506.98,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
155829,PSM - Thervoykandigai MFG,MTPRHDCB00050125,Performance Chemicals,Textile & Paper Division,1000.0,KG,155829  PPS26070898,2026-07-24,6,35343.950000000004,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
157861,PSM - Thervoykandigai MFG,MTPRHDCB00050125,Performance Chemicals,Textile & Paper Division,1000.0,KG,157861 PPS26070917,2026-07-28,6,34977.1,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
131794,PSM - Thervoykandigai MFG,MTPRHDCB00050125,Performance Chemicals,Textile & Paper Division,1000.0,KG,131794 PPS26050624,2026-06-01,6,34132.48,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
158197,PSM - Thervoykandigai MFG,MTDCHDCB00050007,Performance Chemicals,Textile & Paper Division,141.1,KG,158197 PPS2607042,2026-08-04,2,33048.7,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
133134,PCM - Puzhal MFG,MTPCHDBR00220920,Performance Chemicals,Textile & Paper Division,360.0,KG,133134 PCC29062026003,2026-06-29,1,32962.1,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
128793,POI - Alathur MFG,MTPRBULK00000161,Performance Chemicals,Textile & Paper Division,495.0,KG,128793 POI26040678,2026-04-13,2,32714.940000000002,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
134035,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,782.2,KG,"134035 POI26071395, 134035 POI26071398, 134035 POI26071399, 134035 POI26071400",2026-07-17,3,32693.82,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
157895,PSM - Thervoykandigai MFG,MTPCBULK00000A09,Performance Chemicals,Textile & Paper Division,800.0,KG,157895 BJ PPS26070915,2026-07-29,3,31901.4,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
130904,PSM - Thervoykandigai MFG,MPPEBULK00000005,Performance Chemicals,PNC Division,190.0,KG,130904 BJ PPS26040023,2026-05-14,9,31462.63,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
132447,PSM - Thervoykandigai MFG,MGCNAX000PUSY120,General Chemicals,GC2,204.5,KG,132447 BJ PPS26060673,2026-06-15,11,30970.34,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
132896,POI - Alathur MFG,MOPPBULK00000017,Performance Chemicals,Speciality Chemicals Division,57.8,KG,132896 POI26061013,2026-06-24,4,30968.760000000002,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133769,POI - Alathur MFG,TD12HDBR00210234,Performance Chemicals,Raw  Material,397.1,KG,133769 POI26070983,2026-07-13,8,29453.329999999998,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133376,POI - Alathur MFG,TD12HDBR00210234,Performance Chemicals,Raw  Material,406.0,KG,133376 POI26070982,2026-07-03,8,29287.53,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133989,POI - Alathur MFG,TD12HDCB00025111,Performance Chemicals,Raw  Material,109.5,KG,133989,2026-07-16,1,29176.3,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158195,PSM - Thervoykandigai MFG,MTDCBULK00000008,Performance Chemicals,Textile & Paper Division,144.1,KG,158195 BJ PPS2607042,2026-08-04,10,28950.739999999998,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
133786,PSM - Thervoykandigai MFG,MTFCBULK00000283,Performance Chemicals,Textile & Paper Division,486.0,KG,133786 BJ PPS26060761,2026-07-13,5,28854.079999999998,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
128599,PSM - Thervoykandigai MFG,MTDABULK00000085,Performance Chemicals,Textile & Paper Division,307.0,KG,128599 BJ PPS26030358,2026-04-08,4,28708.629999999997,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
131090,POI - Alathur MFG,TD12HDBR00210234,Performance Chemicals,Raw  Material,396.0,KG,131090 POI26060981,2026-05-18,10,28512.29,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
129735,POI - Alathur MFG,MVMPCBULKD250059,NPD,Vooki Division,987.17,L,129375 POI26050698,2026-05-06,8,27347.64,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
132320,POI - Alathur MFG,MLPBRHDT003-AR00,NPD,Lab Division,133.0,KG,"132320 POI260620041, 132320 POI260620042",2026-06-11,1,25947.0,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
134097,POI - Alathur MFG,MTDABULK00000067,Performance Chemicals,Textile & Paper Division,393.0,KG,134097 POI26071383,2026-07-18,9,25354.77,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
151744,POI - Alathur MFG,MTDABULK00000067,Performance Chemicals,Textile & Paper Division,396.0,KG,151744 POI26071445,2026-07-21,9,25273.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
149763,POI - Alathur MFG,MTDABULK00000067,Performance Chemicals,Textile & Paper Division,394.0,KG,149763 POI26071430,2026-07-21,9,25198.59,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
155753,POI - Alathur MFG,MTDABULK00000067,Performance Chemicals,Textile & Paper Division,398.0,KG,155753 POI26071446,2026-07-23,9,25156.53,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
134090,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,482.18,KG,134090 POI26071417,2026-07-18,3,24655.850000000002,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
138743,PSM - Thervoykandigai MFG,MTPWBULK00000078,Performance Chemicals,Textile & Paper Division,195.0,KG,138743 PPS26070881,2026-07-20,8,24464.690000000002,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132897,POI - Alathur MFG,MOPPBULK00000002,Performance Chemicals,Speciality Chemicals Division,73.0,KG,132897 POI26061113,2026-06-24,4,24013.280000000002,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
132565,PSM - Thervoykandigai MFG,MTPRBULK00000146,Performance Chemicals,Textile & Paper Division,100.0,KG,132565 BJ PPS26060704,2026-06-17,6,23855.85,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131153,POI - Alathur MFG,MTDABULK00000067,Performance Chemicals,Textile & Paper Division,397.5,KG,131153 POI26050930,2026-05-19,9,23004.71,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
151770,PSM - Thervoykandigai MFG,MTFCBULK00000252,Performance Chemicals,Textile & Paper Division,103.0,KG,151770 PPS26060732,2026-07-21,6,22703.81,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
157854,POI - Alathur MFG,MLUPBULK00000155,Performance Chemicals,LMA Division,273.0,L,157854 POI26081497,2026-07-28,9,22229.74,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132099,PSM - Thervoykandigai MFG,MGCNAX000PUSY117,General Chemicals,GC2,210.0,KG,132099 BJ PPS26050612,2026-06-08,5,21729.88,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
158196,PSM - Thervoykandigai MFG,MTDABULK00000239,Performance Chemicals,Textile & Paper Division,98.12,KG,147747 BJPPS2607044,2026-08-04,8,21704.76,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
158135,POI - Alathur MFG,MLPBTGLI001-DR00,NPD,Lab Division,89.4,L,"158135 POI260720063, 158135 POI260720064",2026-08-03,1,21464.94,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132826,PSM - Thervoykandigai MFG,MTPCBULK00000A04,Performance Chemicals,Textile & Paper Division,100.25,KG,132826 BJ PP2606039,2026-06-23,9,21324.02,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
132415,PPM - Gummudipoondi MFG,MVMPCCP20D500515,NPD,Vooki Division,19.0,BOX,132415 POI251010030,2026-06-15,5,20716.21,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
132130,PSM - Thervoykandigai MFG,MTPRBULK00000244,Performance Chemicals,Textile & Paper Division,208.0,KG,132130 BJ PPS26050638,2026-06-08,9,19997.4,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131106,PSM - Thervoykandigai MFG,MTPPBULK00000006,Performance Chemicals,Textile & Paper Division,113.0,KG,131106 BJ PPS26050560,2026-05-18,13,19374.57,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
131105,PSM - Thervoykandigai MFG,MTFCBULK00000290,Performance Chemicals,Textile & Paper Division,100.0,KG,131105 BJ PPS26050561,2026-05-18,10,19147.89,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
128820,PSM - Thervoykandigai MFG,MTFCBULK00000290,Performance Chemicals,Textile & Paper Division,100.0,KG,128820 BJ PPS26040402,2026-04-13,10,18474.46,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
157810,POI - Alathur MFG,MRPOBULK00000044,Performance Chemicals,LMA Division,206.78,L,157810 POI26071480,2026-07-28,7,18369.9,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
133384,POI - Alathur MFG,MLPBTGLI001-DR00,NPD,Lab Division,162.0,L,133384,2026-07-04,1,17098.66,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129710,PSM - Thervoykandigai MFG,MGCNAX000PUSY102,General Chemicals,GC2,107.0,KG,129710 BJ PPS26050514,2026-05-06,6,15844.08,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
133031,PPM - Gummudipoondi MFG,MVMPCCP25D250001,NPD,Vooki Division,27.8,BOX,133031 POI26030528,2026-06-26,5,15446.02,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133161,PSM - Thervoykandigai MFG,TDBNAX000PUSY055,General Chemicals,GC2,213.0,KG,133161 BJ PPS26060762,2026-06-30,6,14997.66,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158238,PSM - Thervoykandigai MFG,MTDCBULK00000008,Performance Chemicals,Textile & Paper Division,66.5,KG,158238 BJ PP2607048,2026-08-05,11,14353.65,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
157862,PSM - Thervoykandigai MFG,MTPWBULK00000078,Performance Chemicals,Textile & Paper Division,108.0,KG,157862 BJ PPS26070913,2026-07-28,8,13531.63,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128828,POI - Alathur MFG,MLUPBULK00000155,Performance Chemicals,LMA Division,195.5,L,128828 POI26040602,2026-04-13,9,13321.000000000002,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
129584,POI - Alathur MFG,MLPCNHDI029-EL00,NPD,Lab Division,110.0,L,"129584 POI260420022, 129584 POI260420024",2026-05-02,1,13300.8,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
130940,PSM - Thervoykandigai MFG,MTPRBULK00000235,Performance Chemicals,Textile & Paper Division,200.0,KG,130940 BJ PPS26050532,2026-05-15,4,13162.12,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
129626,PSM - Thervoykandigai MFG,MLSCBULK00000040,Performance Chemicals,Speciality Chemicals Division,150.0,L,129626 BJ PPS26030304,2026-05-04,3,13110.810000000001,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
134108,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,386.7,KG,134108 POI26081454,2026-07-18,12,12704.57,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158638,PSM - Thervoykandigai MFG,MGCNAX000PUSY102,General Chemicals,GC2,102.0,KG,158638 BJ PPS26080984,2026-08-14,6,12103.550000000001,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
158168,POI - Alathur MFG,MLPBRMSC002-AR00,NPD,Lab Division,66.0,KG,158168 POI260720065,2026-08-04,5,11304.92,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132315,POI - Alathur MFG,MLPBTGLE001-DR00,NPD,Lab Division,77.0,L,132315 POI260620040,2026-06-11,1,10306.02,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131494,PSM - Thervoykandigai MFG,MLWEBULK00000081,Performance Chemicals,Leather Division,503.5,KG,131494 BJ PPS26050592,2026-05-26,4,9727.97,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
129042,POI - Alathur MFG,MWCWBULK00000282,Performance Chemicals,Water Treatment Chemical,163.4,KG,129042 POI26030562,2026-04-18,5,9299.720000000001,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
149751,POI - Alathur MFG,MPPCBULK00000150,Performance Chemicals,Textile & Paper Division,178.6,L,149751 POI26071379,2026-07-21,5,9190.650000000001,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132001,PSM - Thervoykandigai MFG,MTWPBULK00000006,Performance Chemicals,Textile & Paper Division,48.0,KG,"132001 BJ PPS26060653, 132001 BJ PPS26060655",2026-06-05,14,9026.9,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
129732,POI - Alathur MFG,MTFCBULK00000276,Performance Chemicals,Textile & Paper Division,150.0,KG,129732 POI26050847,2026-05-06,4,8644.26,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
158079,POI - Alathur MFG,MPCDBULK00000007,Performance Chemicals,PNC Division,95.0,KG,158079 POI26071474,2026-08-01,5,8239.64,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
130864,POI - Alathur MFG,MPPCBULK00000137,Performance Chemicals,Textile & Paper Division,48.4,KG,130864 POI26050791,2026-05-13,5,7537.32,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
157796,POI - Alathur MFG,MLPBTGLI001-DR00,NPD,Lab Division,32.13,L,157796 POI260720060,2026-07-27,1,6961.46,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
158570,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,194.0,KG,158570 POI26081575,2026-08-13,12,6587.66,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
158506,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,194.82,KG,158506 POI26081566,2026-08-12,12,6587.64,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
133809,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,170.5,KG,133809 POI26061199,2026-07-14,12,6342.889999999999,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
158163,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,198.8,KG,158163 POI26081455,2026-08-04,12,6318.11,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
132876,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,195.0,KG,132876 POI26061169,2026-06-23,12,6263.45,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
132436,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,195.0,KG,132436 POI26061171,2026-06-15,12,6252.96,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
133157,POI - Alathur MFG,MTSCBULK00000081,Performance Chemicals,Textile & Paper Division,177.0,KG,133157 POI26061170,2026-06-30,12,6174.19,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
128545,PPC - Madhavaram,TDRMSN020CHXN009,General Chemicals,GC1,30.0,KG,128545,2026-04-06,1,5714.5,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
132244,PSM - Thervoykandigai MFG,MTWPBULK00000001,Performance Chemicals,Textile & Paper Division,24.52,KG,132244 BJ PPS26060654,2026-06-10,13,5656.28,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
132088,POI - Alathur MFG,MWECBULK00000187,Performance Chemicals,Water Treatment Chemical,273.0,KG,132088,2026-06-08,3,3948.29,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131451,PSM - Thervoykandigai MFG,MGCNAX000SPOH062,General Chemicals,GC2,3549.0,KG,131451 BJ PPS26050607,2026-05-25,2,3688.35,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
155811,PSM - Thervoykandigai MFG,MTPRBULK00000254,Performance Chemicals,Textile & Paper Division,50.0,KG,155811 PPS26070863,2026-07-24,4,1002.28,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
157820,PSM - Thervoykandigai MFG,MTPRBULK00000254,Performance Chemicals,Textile & Paper Division,50.0,KG,157820 BJ PPS26070863,2026-07-28,4,1002.28,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
128827,POI - Alathur MFG,MLUPBULK00000483,Performance Chemicals,LMA Division,4.24,L,128827,2026-04-13,4,683.29,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC1.xls
133218,POI - Alathur MFG,MVMPCBULK0000182,NPD,Vooki Division,1000.0,L,133218 POI26061076,2026-07-01,5,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133142,PCM - Illalor MFG,MWROHDCB00030009,Performance Chemicals,Water Treatment Chemical,1350.0,KG,"133142 128983 POI26040606, 133142 132847 POI26061181",2026-06-29,1,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
132113,POI - Alathur MFG,MWROCBHD00025023,Performance Chemicals,Water Treatment Chemical,400.0,KG,132113 POI26061011,2026-06-08,4,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
131785,PPC - Bavla(MFG),MTPCHDBR00250919,Performance Chemicals,Textile & Paper Division,-12220.0,KG,"131785 BAV 207443 260403-29.05.2026, 131785 BAV 207443 260407-29.05.2026, 131785 BAV 207443 260415-29.05.2026",2026-06-01,1,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
133232,POI - Alathur MFG,MCPCBULK00000019,Performance Chemicals,PNC Division,4983.5,KG,133232 POI26071314,2026-07-01,3,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
131468,PCM - Illalor MFG,TTFCHDCB00050018,Performance Chemicals,Textile & Paper Division,-100.0,KG,131468 R07A0147 07052026,2026-05-26,1,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC3.xls
147745,PPM - Puzhal MFG,TDIMSN2500MDI017,General Chemicals,GC2,-2500.0,KG,147745 V5AC260002 17JUL2026,2026-07-21,1,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC5.xls
134033,PCM - Illalor MFG,MTDAHDCB00050020,Performance Chemicals,Textile & Paper Division,-300.0,KG,134033 133874 POI26071378,2026-07-17,1,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
130946,PCM - Illalor MFG,MWBWHDCB00025052,Performance Chemicals,Water Treatment Chemical,-50.0,KG,130946 125351 POI26020179,2026-05-15,2,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
134028,PPC - Madhavaram,MWECHDCB00050043,Performance Chemicals,Water Treatment Chemical,-2000.0,KG,134028 133913 PA11777-08.07.2026,2026-07-17,1,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
133418,POI - Alathur MFG,MCPCHDCB00050007,Performance Chemicals,PNC Division,-4950.0,KG,"133418 POI26071313, 133418 POI26071314",2026-07-06,3,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
131290,PPC - Madhavaram,MWECHDCB00050043,Performance Chemicals,Water Treatment Chemical,1000.0,KG,131290 13120 08052026,2026-05-22,1,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
133747,PCM - Illalor MFG,MLUPHDCB00030087,Performance Chemicals,LMA Division,210.0,L,133747 132015 POI26061047,2026-07-13,2,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_200826_JC4.xls
129611,PCM - Illalor MFG,MWBWHDCB00025037,Performance Chemicals,Water Treatment Chemical,75.0,KG,129611 129185 POI26040703,2026-05-04,1,0.0,2026_27\Pure_MFG_Raw_Materials_Consump_150726_JC2.xls
